연도,회차,추첨일자,1등 당첨게임 수,1등 1게임당 당첨금액,2등 당첨게임 수,2등 1게임당 당첨금액,3등 당첨게임 수,3등 1게임당 당첨금액,4등 당첨게임 수,4등 1게임당 당첨금액,5등 당첨게임 수,5등 1게임당 당첨금액,1,2,3,4,5,6,보너스,총판매금액,이월여부
2022,1012 ,2022.4.23,13,"1,861,944,318",76,"53,081,746","2,882","1,399,797","141,514","50,000","2,324,952","5,000",5,11,18,20,35,45,3,101948323000 ,0
2022,1011 ,2022.4.16,11,"2,220,348,512",76,"53,561,039","2,818","1,444,514","137,485","50,000","2,292,065","5,000",1,9,12,26,35,38,42,101799373000 ,0
2022,1010 ,2022.4.9,8,"3,119,380,079",66,"63,017,780","2,781","1,495,568","136,828","50,000","2,278,193","5,000",9,12,15,25,34,36,3,103011505000 ,0
2022,1009 ,2022.4.2,15,"1,702,462,825",69,"61,683,436","2,632","1,617,081","133,476","50,000","2,232,525","5,000",15,23,29,34,40,44,20,103771363000 ,0
2022,1008 ,2022.3.26,11,"2,267,377,910",97,"42,854,222","2,826","1,470,935","141,072","50,000","2,311,009","5,000",9,11,30,31,41,44,33,103727042000 ,0
2022,1007 ,2022.3.19,9,"2,718,786,375",70,"58,259,709","2,844","1,433,960","137,134","50,000","2,256,573","5,000",8,11,16,19,21,25,40,101530003000 ,0
2022,1006 ,2022.3.12,9,"2,855,602,125",65,"65,898,511","2,487","1,722,318","131,234","50,000","2,288,458","5,000",8,11,15,16,17,37,36,104542431000 ,0
2022,1005 ,2022.3.5,12,"2,061,199,344",84,"49,076,175","2,798","1,473,338","143,067","50,000","2,349,017","5,000",8,13,18,24,27,29,17,103755249000 ,0
2022,1004 ,2022.2.26,10,"2,576,251,913",68,"63,143,430","2,785","1,541,743","140,047","50,000","2,340,772","5,000",7,15,30,37,39,44,18,106112471000 ,0
2022,1003 ,2022.2.19,14,"1,811,116,822",66,"64,029,383","2,649","1,595,297","133,896","50,000","2,247,475","5,000",1,4,29,39,43,45,31,103479378000 ,0
2022,1002 ,2022.2.12,8,"3,088,449,563",85,"48,446,268","3,193","1,289,676","155,418","50,000","2,436,676","5,000",17,25,33,35,38,45,15,105795484000 ,0
2022,1001 ,2022.2.5,12,"2,077,279,594",66,"62,947,867","2,761","1,504,730","140,255","50,000","2,346,904","5,000",6,10,12,14,20,42,15,103967487000 ,0
2022,1000 ,2022.1.29,22,"1,246,819,620",109,"41,941,945","4,018","1,137,798","180,052","50,000","2,747,686","5,000",2,8,19,22,32,42,39,118628811000 ,0
2022,999 ,2022.1.22,16,"1,513,274,790",67,"60,229,843","2,943","1,371,186","143,217","50,000","2,369,326","5,000",1,3,9,14,18,28,34,102581351000 ,0
2022,998 ,2022.1.15,12,"2,076,499,657",53,"78,358,478","2,648","1,568,354","129,576","50,000","2,227,628","5,000",13,17,18,20,42,45,41,101681869000 ,0
2022,997 ,2022.1.8,19,"1,253,749,560",85,"46,708,317","3,692","1,075,354","155,887","50,000","2,331,995","5,000",4,7,14,16,24,44,20,102431961000 ,0
2022,996 ,2022.1.1,18,"1,491,185,771",86,"52,018,109","3,313","1,350,305","155,856","50,000","2,546,181","5,000",6,11,15,24,32,39,28,112624327000 ,0
2021,995 ,2021.12.25,7,"3,447,271,875",69,"58,287,206","2,793","1,439,964","138,372","50,000","2,269,218","5,000",1,4,13,29,38,39,7,100878455000 ,0
2021,994 ,2021.12.18,12,"1,861,582,063",70,"53,188,059","2,803","1,328,279","137,937","50,000","2,216,661","5,000",1,3,8,24,27,35,28,95530936000 ,0
2021,993 ,2021.12.11,6,"3,991,197,063",70,"57,017,101","2,732","1,460,907","132,583","50,000","2,220,620","5,000",6,14,16,18,24,42,44,99323653000 ,0
2021,992 ,2021.12.4,12,"1,986,955,563",58,"68,515,710","2,373","1,674,636","124,311","50,000","2,105,282","5,000",12,20,26,33,44,45,24,97066498000 ,0
2021,991 ,2021.11.27,8,"2,904,166,032",110,"35,202,013","2,969","1,304,218","138,068","50,000","2,226,394","5,000",13,18,25,31,33,44,38,98026282000 ,0
2021,990 ,2021.11.20,14,"1,740,095,277",56,"72,503,970","2,858","1,420,652","129,113","50,000","2,169,219","5,000",2,4,25,26,36,37,28,99567047000 ,0
2021,989 ,2021.11.13,4,"5,826,768,563",63,"61,658,927","2,444","1,589,408","127,891","50,000","2,158,436","5,000",17,18,21,27,29,33,26,96525658000 ,0
2021,988 ,2021.11.6,9,"2,678,489,375",61,"65,864,493","2,663","1,508,725","129,322","50,000","2,139,025","5,000",2,13,20,30,31,41,27,98606195000 ,0
2021,987 ,2021.10.30,10,"2,378,711,625",73,"54,308,485","2,968","1,335,755","140,004","50,000","2,283,682","5,000",2,4,15,23,29,38,7,100269530000 ,0
2021,986 ,2021.10.23,10,"2,375,275,125",70,"56,554,170","2,793","1,417,398","133,889","50,000","2,231,167","5,000",7,10,16,28,41,42,40,99041240000 ,0
2021,985 ,2021.10.16,10,"2,434,752,975",62,"65,450,349","2,581","1,572,229","126,523","50,000","2,123,240","5,000",17,21,23,30,34,44,19,98811446000 ,0
2021,984 ,2021.10.9,7,"3,453,006,268",64,"62,945,427","2,596","1,551,814","128,129","50,000","2,149,335","5,000",3,10,23,35,36,37,18,98762367000 ,0
2021,983 ,2021.10.2,10,"2,503,422,225",78,"53,491,928","2,640","1,580,444","131,780","50,000","2,196,308","5,000",13,23,26,31,35,43,15,101899006000 ,0
2021,982 ,2021.9.25,8,"3,023,630,672",81,"49,771,699","2,931","1,375,472","139,208","50,000","2,291,933","5,000",5,7,13,20,21,44,33,101344251000 ,0
2021,981 ,2021.9.18,13,"1,992,863,193",65,"66,428,774","2,824","1,528,991","136,630","50,000","2,289,650","5,000",27,36,37,41,43,45,32,105645424000 ,0
2021,980 ,2021.9.11,7,"3,409,443,215",70,"56,824,054","2,819","1,411,027","135,751","50,000","2,237,534","5,000",3,13,16,23,24,35,14,99593380000 ,0
2021,979 ,2021.9.4,14,"1,606,400,518",79,"47,446,429","3,414","1,097,911","154,980","50,000","2,403,760","5,000",7,11,16,21,27,33,24,99507886000 ,0
2021,978 ,2021.8.28,10,"2,373,391,388",70,"56,509,319","2,826","1,399,736","133,915","50,000","2,217,326","5,000",1,7,15,32,34,42,8,98855197000 ,0
2021,977 ,2021.8.21,14,"1,669,905,911",82,"47,517,648","2,474","1,574,959","125,781","50,000","2,097,459","5,000",2,9,10,14,22,44,16,95895844000 ,0
2021,976 ,2021.8.14,7,"3,243,867,215",69,"54,847,997","3,085","1,226,747","142,375","50,000","2,270,249","5,000",4,12,14,25,35,37,2,97492178000 ,0
2021,975 ,2021.8.7,9,"2,440,410,375",61,"60,010,092","2,828","1,294,419","135,604","50,000","2,212,347","5,000",7,8,9,17,22,24,5,94253719000 ,0
2021,974 ,2021.7.31,17,"1,317,034,523",66,"56,539,361","2,636","1,415,629","129,473","50,000","2,149,319","5,000",1,2,11,16,39,44,32,94146055000 ,0
2021,973 ,2021.7.24,8,"2,912,742,750",42,"92,468,024","2,257","1,720,717","117,757","50,000","2,003,966","5,000",22,26,31,37,41,42,24,93953872000 ,0
2021,972 ,2021.7.17,20,"1,124,886,244",80,"46,870,261","2,570","1,458,997","126,989","50,000","2,122,398","5,000",3,6,17,23,37,39,26,93916813000 ,0
2021,971 ,2021.7.10,6,"3,725,880,250",62,"60,094,843","2,685","1,387,665","131,409","50,000","2,171,694","5,000",2,6,17,18,21,26,7,94471924000 ,0
2021,970 ,2021.7.3,14,"1,611,544,045",87,"43,221,488","2,479","1,516,850","124,923","50,000","2,061,176","5,000",9,11,16,21,28,36,5,93268371000 ,0
2021,969 ,2021.6.26,20,"1,149,427,894",56,"68,418,328","2,633","1,455,157","133,079","50,000","2,211,803","5,000",3,9,10,29,40,45,7,96728751000 ,0
2021,968 ,2021.6.19,13,"1,667,729,683",97,"37,251,694","3,116","1,159,633","148,150","50,000","2,329,460","5,000",2,5,12,14,24,39,33,95924229000 ,0
2021,967 ,2021.6.12,4,"5,809,776,094",69,"56,133,103","2,475","1,564,923","121,200","50,000","2,042,462","5,000",1,6,13,37,38,40,9,94515565000 ,0
2021,966 ,2021.6.5,10,"2,411,303,513",50,"80,376,784","2,352","1,708,691","115,370","50,000","1,980,202","5,000",1,21,25,29,34,37,36,95640447000 ,0
2021,965 ,2021.5.29,7,"3,403,348,929",46,"86,316,821","2,389","1,662,024","122,129","50,000","2,043,257","5,000",2,13,25,28,29,36,34,96174650000 ,0
2021,964 ,2021.5.22,10,"2,345,861,063",52,"75,187,855","2,447","1,597,781","123,780","50,000","2,061,560","5,000",6,21,36,38,39,43,30,95549895000 ,0
2021,963 ,2021.5.15,15,"1,476,478,125",68,"54,282,285","3,137","1,176,665","141,987","50,000","2,219,439","5,000",6,12,19,23,34,42,35,95452215000 ,0
2021,962 ,2021.5.8,12,"1,940,906,094",73,"53,175,510","2,581","1,503,996","126,528","50,000","2,119,457","5,000",1,18,28,31,34,43,40,95956365000 ,0
2021,961 ,2021.5.1,9,"2,575,231,209",73,"52,915,710","2,716","1,422,256","133,764","50,000","2,197,136","5,000",11,20,29,31,33,42,43,97153309000 ,0
2021,960 ,2021.4.24,10,"2,401,133,213",56,"71,462,298","2,569","1,557,762","129,546","50,000","2,180,006","5,000",2,18,24,30,32,45,14,98784879000 ,0
2021,959 ,2021.4.17,8,"3,015,312,891",75,"53,605,563","2,502","1,606,882","123,802","50,000","2,072,896","5,000",1,14,15,24,40,41,35,97435835000 ,0
2021,958 ,2021.4.10,15,"1,596,119,675",67,"59,556,705","2,470","1,615,506","131,097","50,000","2,168,146","5,000",2,9,10,16,35,37,1,98635947000 ,0
2021,957 ,2021.4.3,11,"2,126,634,137",61,"63,915,234","2,835","1,375,249","129,545","50,000","2,131,893","5,000",4,15,24,35,36,40,1,96654698000 ,0
2021,956 ,2021.3.27,11,"2,022,982,671",136,"27,270,600","3,053","1,214,806","144,650","50,000","2,325,943","5,000",10,11,20,21,25,41,40,97065255000 ,0
2021,955 ,2021.3.20,12,"2,023,170,188",71,"56,990,710","2,650","1,526,921","130,744","50,000","2,196,889","5,000",4,9,23,26,29,33,8,99784736000 ,0
2021,954 ,2021.3.13,10,"2,478,795,900",64,"64,551,977","2,657","1,554,884","132,057","50,000","2,214,839","5,000",1,9,26,28,30,41,32,101455314000 ,0
2021,953 ,2021.3.6,14,"1,640,636,009",102,"37,530,890","3,273","1,169,616","146,120","50,000","2,331,848","5,000",7,9,22,27,37,42,34,99180891000 ,0
2021,952 ,2021.2.27,9,"2,713,699,834",93,"43,769,353","3,039","1,339,438","141,776","50,000","2,304,925","5,000",4,12,22,24,33,41,38,102355646000 ,0
2021,951 ,2021.2.20,14,"1,747,552,661",72,"56,633,652","2,907","1,402,692","142,335","50,000","2,346,154","5,000",2,12,30,31,39,43,38,102937006000 ,0
2021,950 ,2021.2.13,8,"3,281,920,500",67,"65,311,851","2,886","1,516,249","146,270","50,000","2,422,941","5,000",3,4,15,22,28,40,10,108870714000 ,0
2021,949 ,2021.2.6,10,"2,458,569,713",65,"63,040,250","2,594","1,579,652","130,363","50,000","2,192,075","5,000",14,21,35,36,40,44,30,100518909000 ,0
2021,948 ,2021.1.30,11,"2,188,548,716",90,"44,581,548","2,905","1,381,184","137,929","50,000","2,252,913","5,000",13,18,30,31,38,41,5,100519459000 ,0
2021,947 ,2021.1.23,18,"1,275,855,750",58,"65,992,539","3,182","1,202,881","146,908","50,000","2,351,804","5,000",3,8,17,20,27,35,26,99449916000 ,0
2021,946 ,2021.1.16,11,"2,157,656,182",71,"55,714,127","2,949","1,341,371","138,433","50,000","2,224,563","5,000",9,18,19,30,34,40,20,99380178000 ,0
2021,945 ,2021.1.9,13,"1,765,554,491",71,"53,878,424","2,490","1,536,293","124,224","50,000","2,120,882","5,000",9,10,15,30,33,37,26,94837109000 ,0
2021,944 ,2021.1.2,13,"1,961,836,356",79,"53,805,639","3,057","1,390,464","147,665","50,000","2,440,455","5,000",2,13,16,19,32,33,42,107181377000 ,0
2020,943 ,2020.12.26,7,"3,435,045,108",74,"54,156,117","2,722","1,472,283","135,763","50,000","2,238,429","5,000",1,8,13,36,44,45,39,100081432000 ,0
2020,942 ,2020.12.19,6,"3,761,680,313",52,"72,340,007","2,473","1,521,101","120,907","50,000","2,045,438","5,000",10,12,18,35,42,43,39,92731965000 ,0
2020,941 ,2020.12.12,16,"1,347,297,422",87,"41,296,473","3,275","1,097,037","145,544","50,000","2,282,851","5,000",12,14,25,27,39,40,35,94867600000 ,0
2020,940 ,2020.12.5,8,"2,846,071,079",51,"74,407,088","2,329","1,629,353","123,292","50,000","2,087,480","5,000",3,15,20,22,24,41,11,93920183000 ,0
2020,939 ,2020.11.28,13,"1,708,363,039",67,"55,245,571","2,682","1,380,110","128,408","50,000","2,127,595","5,000",4,11,28,39,42,45,6,93340002000 ,0
2020,938 ,2020.11.21,10,"2,249,466,563",64,"58,579,859","2,531","1,481,277","124,971","50,000","2,096,955","5,000",4,8,10,16,31,36,9,93452425000 ,0
2020,937 ,2020.11.14,11,"2,058,420,819",57,"66,206,518","2,480","1,521,683","124,141","50,000","2,092,601","5,000",2,10,13,22,29,40,26,93720454000 ,0
2020,936 ,2020.11.7,14,"1,492,069,179",77,"45,214,218","2,864","1,215,606","140,160","50,000","2,252,623","5,000",7,11,13,17,18,29,43,92246146000 ,0
2020,935 ,2020.10.31,13,"1,711,055,424",120,"30,894,057","2,933","1,263,992","134,376","50,000","2,118,071","5,000",4,10,20,32,38,44,18,93934898000 ,0
2020,934 ,2020.10.24,4,"5,765,772,844",66,"58,240,130","2,359","1,629,440","116,726","50,000","1,985,417","5,000",1,3,30,33,36,39,12,93028347000 ,0
2020,933 ,2020.10.17,8,"2,927,797,079",63,"61,963,960","2,215","1,762,407","114,043","50,000","1,962,088","5,000",23,27,29,31,36,45,37,93484851000 ,0
2020,932 ,2020.10.10,7,"3,390,022,983",64,"61,797,294","2,420","1,634,309","120,969","50,000","2,067,196","5,000",1,6,15,36,37,38,5,96049289000 ,0
2020,931 ,2020.10.3,8,"2,957,108,063",54,"73,015,014","2,596","1,518,803","121,943","50,000","2,041,653","5,000",14,15,23,25,35,43,32,95695802000 ,0
2020,930 ,2020.9.26,8,"2,832,418,829",55,"68,664,699","2,776","1,360,432","128,480","50,000","2,124,548","5,000",8,21,25,38,39,44,28,94518415000 ,0
2020,929 ,2020.9.19,16,"1,308,035,157",91,"38,330,701","3,028","1,151,947","140,880","50,000","2,244,712","5,000",7,9,12,15,19,23,4,92344620000 ,0
2020,928 ,2020.9.12,7,"3,134,591,358",81,"45,148,436","2,639","1,385,761","121,873","50,000","2,011,931","5,000",3,4,10,20,28,44,30,90818982000 ,0
2020,927 ,2020.9.5,6,"3,714,203,875",63,"58,955,618","2,331","1,593,396","118,446","50,000","1,979,589","5,000",4,15,22,38,41,43,26,91067752000 ,0
2020,926 ,2020.8.29,10,"2,032,490,663",72,"47,048,395","2,923","1,158,907","133,167","50,000","2,085,580","5,000",10,16,18,20,25,31,6,88372251000 ,0
2020,925 ,2020.8.22,12,"1,771,080,532",68,"52,090,604","2,335","1,516,986","117,863","50,000","1,944,019","5,000",13,24,32,34,39,42,4,87901067000 ,0
2020,924 ,2020.8.15,9,"2,382,430,667",69,"51,791,972","2,198","1,625,863","113,214","50,000","1,920,852","5,000",3,11,34,42,43,44,13,87708256000 ,0
2020,923 ,2020.8.8,8,"2,667,554,625",56,"63,513,206","2,376","1,496,945","115,877","50,000","1,937,187","5,000",3,17,18,23,36,41,26,87867402000 ,0
2020,922 ,2020.8.1,6,"3,417,904,500",89,"38,403,422","2,876","1,188,423","136,052","50,000","2,097,501","5,000",2,6,13,17,27,43,36,89266682000 ,0
2020,921 ,2020.7.25,17,"1,232,573,405",72,"48,504,047","2,682","1,302,123","129,993","50,000","2,101,238","5,000",5,7,12,22,28,41,1,89888341000 ,0
2020,920 ,2020.7.18,7,"3,120,260,197",53,"68,684,973","2,348","1,550,385","117,181","50,000","1,984,222","5,000",2,3,26,33,34,43,29,89805177000 ,0
2020,919 ,2020.7.11,5,"4,305,150,450",56,"64,064,739","2,541","1,411,896","122,864","50,000","2,052,965","5,000",9,14,17,18,42,44,35,90218056000 ,0
2020,918 ,2020.7.4,18,"1,117,622,646",86,"38,986,837","2,718","1,233,580","137,216","50,000","2,183,337","5,000",7,11,12,31,33,38,5,89200857000 ,0
2020,917 ,2020.6.27,10,"2,144,799,638",47,"76,056,725","2,260","1,581,711","117,542","50,000","2,000,201","5,000",1,3,23,24,27,43,34,88950867000 ,0
2020,916 ,2020.6.20,11,"2,025,384,341",70,"53,045,781","2,184","1,700,186","111,426","50,000","1,857,917","5,000",6,21,22,32,35,36,17,89133044000 ,0
2020,915 ,2020.6.13,6,"3,518,640,500",63,"55,851,437","2,436","1,444,434","119,025","50,000","1,966,167","5,000",2,6,11,13,22,37,14,87862418000 ,0
2020,914 ,2020.6.6,11,"1,950,005,557",55,"65,000,186","2,585","1,382,983","122,904","50,000","2,006,794","5,000",16,19,24,33,42,44,27,89558503000 ,0
2020,913 ,2020.5.30,16,"1,338,755,602",66,"54,091,136","2,467","1,447,108","122,530","50,000","1,996,371","5,000",6,14,16,21,27,37,40,89336949000 ,0
2020,912 ,2020.5.23,14,"1,493,500,581",70,"49,783,353","2,547","1,368,212","125,332","50,000","2,030,860","5,000",5,8,18,21,22,38,10,88599155000 ,0
2020,911 ,2020.5.16,10,"2,113,538,625",58,"60,733,869","2,571","1,370,115","123,236","50,000","2,064,778","5,000",4,5,12,14,32,42,35,89332410000 ,0
2020,910 ,2020.5.9,21,"941,316,375",72,"45,758,435","2,694","1,222,943","128,516","50,000","2,074,354","5,000",1,11,17,27,35,39,31,86308857000 ,0
2020,909 ,2020.5.2,11,"2,021,062,875",63,"58,814,000","2,316","1,599,863","111,558","50,000","1,910,295","5,000",7,24,29,30,34,35,33,89543261000 ,0
2020,908 ,2020.4.25,8,"2,834,856,141",57,"66,312,425","2,161","1,749,102","108,610","50,000","1,858,567","5,000",3,16,21,22,23,44,30,89923601000 ,0
2020,907 ,2020.4.18,7,"3,165,059,036",67,"55,112,969","2,300","1,605,465","112,189","50,000","1,903,128","5,000",21,27,29,38,40,44,37,89331282000 ,0
2020,906 ,2020.4.11,9,"2,472,607,250",63,"58,871,602","2,369","1,565,602","117,171","50,000","1,988,860","5,000",2,5,14,28,31,32,20,90948274000 ,0
2020,905 ,2020.4.4,7,"3,017,862,536",77,"45,725,190","2,643","1,332,138","129,133","50,000","2,111,090","5,000",3,4,16,27,38,40,20,90357634000 ,0
2020,904 ,2020.3.28,8,"2,718,077,813",92,"39,392,433","2,337","1,550,751","115,626","50,000","1,938,996","5,000",2,6,8,26,43,45,11,88938220000 ,0
2020,903 ,2020.3.21,13,"1,684,582,212",49,"74,488,330","2,316","1,575,963","111,981","50,000","1,902,821","5,000",2,15,16,21,22,28,45,88625160000 ,0
2020,902 ,2020.3.14,13,"1,619,317,529",67,"52,365,990","2,372","1,479,141","119,126","50,000","1,945,304","5,000",7,19,23,24,36,39,30,87501981000 ,0
2020,901 ,2020.3.7,9,"2,267,974,667",67,"50,775,553","2,308","1,473,987","114,451","50,000","1,890,747","5,000",5,18,20,23,30,34,21,84783962000 ,0
2020,900 ,2020.2.29,6,"3,349,851,375",51,"65,683,361","2,385","1,404,550","113,132","50,000","1,872,855","5,000",7,13,16,18,35,38,14,83639372000 ,0
2020,899 ,2020.2.22,6,"3,359,356,063",53,"63,384,077","2,402","1,398,567","121,900","50,000","1,993,765","5,000",8,19,20,21,33,39,37,85877347000 ,0
2020,898 ,2020.2.15,8,"2,639,313,235",56,"62,840,792","3,240","1,086,138","137,051","50,000","2,005,739","5,000",18,21,28,35,37,42,17,90067839000 ,0
2020,897 ,2020.2.8,13,"1,619,922,520",62,"56,610,196","2,398","1,463,650","121,076","50,000","1,996,656","5,000",6,7,12,22,26,36,29,88231474000 ,0
2020,896 ,2020.2.1,7,"3,053,222,036",46,"77,436,791","2,586","1,377,453","128,068","50,000","2,066,172","5,000",5,12,25,26,38,45,23,90461998000 ,0
2020,895 ,2020.1.25,12,"1,928,079,219",58,"66,485,491","2,750","1,402,240","134,059","50,000","2,185,782","5,000",16,26,31,38,39,41,23,96962255000 ,0
2020,894 ,2020.1.18,9,"2,377,935,959",56,"63,694,714","2,331","1,530,204","116,749","50,000","1,971,982","5,000",19,32,37,40,41,43,45,88465183000 ,0
2020,893 ,2020.1.11,9,"2,377,433,625",58,"61,485,353","2,113","1,687,720","116,062","50,000","1,899,696","5,000",1,15,17,23,25,41,10,87661567000 ,0
2020,892 ,2020.1.4,17,"1,282,017,464",78,"46,569,011","2,709","1,340,858","134,155","50,000","2,155,749","5,000",4,9,17,18,26,42,36,93091115000 ,0
2019,891 ,2019.12.28,7,"3,082,673,947",77,"46,707,182","2,443","1,472,147","122,132","50,000","1,998,623","5,000",9,13,28,31,39,41,19,89742677000 ,0
2019,890 ,2019.12.21,9,"2,335,486,167",58,"60,400,505","2,376","1,474,424","114,859","50,000","1,915,593","5,000",1,4,14,18,29,37,6,86693498000 ,0
2019,889 ,2019.12.14,10,"2,108,986,950",60,"58,582,971","2,338","1,503,413","114,198","50,000","1,907,477","5,000",3,13,29,38,39,42,26,86734222000 ,0
2019,888 ,2019.12.7,8,"2,370,359,204",59,"53,567,440","2,453","1,288,414","123,025","50,000","1,990,715","5,000",3,7,12,31,34,38,32,82777313000 ,0
2019,887 ,2019.11.30,8,"2,535,268,688",66,"51,217,550","2,388","1,415,561","114,719","50,000","1,885,924","5,000",8,14,17,27,36,45,10,84416872000 ,0
2019,886 ,2019.11.23,7,"2,974,643,786",59,"58,820,640","2,140","1,621,691","109,766","50,000","1,768,281","5,000",19,23,28,37,42,45,2,84186094000 ,0
2019,885 ,2019.11.16,13,"1,543,832,568",56,"59,731,618","2,279","1,467,737","111,832","50,000","1,869,359","5,000",1,3,24,27,39,45,31,83396319000 ,0
2019,884 ,2019.11.9,12,"1,799,077,282",74,"48,623,711","2,207","1,630,338","108,076","50,000","1,817,654","5,000",4,14,23,28,37,45,17,86554613000 ,0
2019,883 ,2019.11.2,15,"1,360,519,525",65,"52,327,675","2,538","1,340,150","119,613","50,000","1,924,209","5,000",9,18,32,33,37,44,22,85624171000 ,0
2019,882 ,2019.10.26,5,"4,127,270,400",44,"78,168,000","2,082","1,651,966","109,226","50,000","1,839,873","5,000",18,34,39,43,44,45,23,84351602000 ,0
2019,881 ,2019.10.19,8,"2,503,212,282",67,"49,815,170","2,189","1,524,722","116,952","50,000","1,939,849","5,000",4,18,20,26,27,32,9,84495552000 ,0
2019,880 ,2019.10.12,7,"2,837,810,465",52,"63,668,825","2,332","1,419,717","114,994","50,000","1,939,064","5,000",7,17,19,23,24,45,38,83862502000 ,0
2019,879 ,2019.10.5,6,"3,206,361,313",77,"41,641,057","2,594","1,236,069","123,497","50,000","1,952,277","5,000",1,4,10,14,15,35,20,83174251000 ,0
2019,878 ,2019.9.28,6,"3,207,993,500",69,"46,492,660","2,971","1,079,769","129,139","50,000","1,994,188","5,000",2,6,11,16,25,31,3,84183676000 ,0
2019,877 ,2019.9.21,12,"1,716,607,188",75,"45,776,192","2,167","1,584,317","109,806","50,000","1,867,270","5,000",5,17,18,22,23,43,12,84584730000 ,0
2019,876 ,2019.9.14,19,"1,090,657,856",59,"58,538,134","2,427","1,423,054","112,619","50,000","1,856,647","5,000",5,16,21,26,34,42,24,85088368000 ,0
2019,875 ,2019.9.7,14,"1,415,946,724",33,"100,117,446","2,278","1,450,341","105,071","50,000","1,726,617","5,000",19,22,30,34,39,44,36,80635281000 ,0
2019,874 ,2019.8.31,18,"1,117,123,917",68,"49,284,879","2,240","1,496,149","110,655","50,000","1,830,269","5,000",1,15,19,23,28,42,32,82990138000 ,0
2019,873 ,2019.8.24,10,"1,874,553,225",68,"45,944,932","2,375","1,315,476","123,684","50,000","2,001,910","5,000",3,5,12,13,33,39,38,82375586000 ,0
2019,872 ,2019.8.17,16,"1,262,705,579",46,"73,200,324","2,018","1,668,591","99,681","50,000","1,715,898","5,000",2,4,30,32,33,43,29,81002518000 ,0
2019,871 ,2019.8.10,7,"2,718,071,358",61,"51,984,972","2,231","1,421,374","108,666","50,000","1,792,357","5,000",2,6,12,26,30,34,38,79527502000 ,0
2019,870 ,2019.8.3,10,"1,928,842,988",48,"66,973,715","2,033","1,581,279","102,000","50,000","1,705,285","5,000",21,25,30,32,40,42,31,78688663000 ,0
2019,869 ,2019.7.27,10,"1,922,582,588",56,"57,219,720","2,210","1,449,912","108,562","50,000","1,814,332","5,000",2,6,20,27,37,39,4,80268389000 ,0
2019,868 ,2019.7.20,6,"3,233,804,250",61,"53,013,185","2,152","1,502,698","109,133","50,000","1,789,491","5,000",12,17,28,41,43,44,25,80549078000 ,0
2019,867 ,2019.7.13,5,"3,933,755,250",57,"57,511,042","2,175","1,507,186","109,516","50,000","1,820,552","5,000",14,17,19,22,24,40,41,81607190000 ,0
2019,866 ,2019.7.6,9,"2,240,409,000",68,"49,420,787","2,035","1,651,408","104,919","50,000","1,770,017","5,000",9,15,29,34,37,39,12,81961886000 ,0
2019,865 ,2019.6.29,13,"1,551,729,145",52,"64,655,382","2,076","1,619,499","104,626","50,000","1,749,234","5,000",3,15,22,32,33,45,2,81748217000 ,0
